parent_code,code,name
34481907,34446916,Фастівський МРВ ДВС ГТУЮ у Київській області
34481907,34961544,Вишгородський РВ ДВС ГТУЮ у Київській області
34481907,34406311,Богуславський РВ ДВС ГТУЮ у Київській області
34481907,34911011,Обухівський МРВ ДВС ГТУЮ у Київській області
34481907,34894379,Макарівський РВ ДВС ГТУЮ у Київській області
34481907,34856291,Переяслав-Хмельницький МРВ ДВС ГТУЮ у Київській області
34481907,34233247,Таращанський РВ ДВС ГТУЮ у Київській області
34481907,34233671,Яготинський РВ ДВС ГТУЮ у Київській області
34481907,34845599,Славутицький МВ ДВС ГТУЮ у Київській області
34481907,3497715,Бориспільський МРВ ДВС ГТУЮ у Київській області
34481907,34736231,Володарський РВ ДВС ГТУЮ у Київській області
34481907,33065541,Ржищівський МВ ДВС ГТУЮ у Київській області
34481907,34920995,Сквирський РВ ДВС ГТУЮ у Київській області
34481907,33065541,Бучанський МВ ДВС ГТУЮ у Київській області
34481907,34780165,Ірпінський МВ ДВС ГТУЮ у Київській області
34481907,34099498,Березанський МВ ДВС ГТУЮ у Київській області
0,34894735,ГТУЮ у Кіровоградській області
34894735,34856679,Благовіщенський РВ ДВС ГТУЮ у Кіровоградській області 
34894735,34783721,Бобринецький РВ ДВС ГТУЮ у Кіровоградській області
34894735,34650390,Вільшанський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34085914,Гайворонський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34628721,Голованівський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34783365,Добровеличківський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34753676,Долинський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34200520,Знам’янський МРВ ДВС ГТУЮ у Кіровоградській області 
34894735,34336480,Компаніївський РВ ДВС ГТУЮ у Кіровоградській області 
34894735,34977753,Кіровоградський РВ ДВС ГТУЮ у Кіровоградській області 
34894735,34659409,Маловисківський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34505215,Новомиргородський РВ ДВС ГТУЮ у Кіровоградській області 
34894735,33927937,Новгородківський РВ ДВС ГТУЮ у Кіровоградській області 
34894735,34515019,Новоукраїнський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34336805,Новоархангельський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34791025,Олександрівський РВ ДВС ГТУЮ у Кіровоградській області
34894735,37015274,Олександрійський МРВ ДВС ГТУЮ у Кіровоградській області
34894735,34565384,Онуфріївський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34869866,Петрівський РВ ДВС ГТУЮ у Кіровоградській області 
34894735,34977816,Подільський ВДВС м. Кропивницький ГТУЮ у Кіровоградській області
34894735,35037956,Світловодський МРВ ДВС ГТУЮ у Кіровоградській області 
34894735,34565316,Устинівський РВ ДВС ГТУЮ у Кіровоградській області
34894735,34977781,Фортечний ВДВС м. Кропивницький ГТУЮ у Кіровоградській області 
0,34941884,ГТУЮ у Луганській області
34941884,34903519,Алчевський МВ ДВС ГТУЮ у Луганській області
34941884,34864826,Лисичанський МВ ДВС ГТУЮ у Луганській області
34941884,34986747,Кадіївський МВ ДВС ГТУЮ у Луганській області
34941884,34929097,Антрацитівський МРВ ДВС ГТУЮ у Луганській області
34941884,34962155,Старобільський РВ ДВС ГТУЮ у Луганській області
34941884,35079708,Артемівський ВДВС міста Луганська ГТУЮ у Луганській області
34941884,35079687,Ленінський ВДВС міста Луганська ГТУЮ у Луганській області
34941884,34895105,Біловодський РВ ДВС ГТУЮ у Луганській області
34941884,35015419,Білокуракинський РВ ДВС ГТУЮ у Луганській області
34941884,34869976,Новопсковський РВ ДВС ГТУЮ у Луганській області
34941884,37942461,Голубівський МВ ДВС ГТУЮ у Луганській області
34941884,34724650,Первомайський МВ ДВС ГТУЮ у Луганській області
34941884,34280632,Марківський РВ ДВС ГТУЮ у Луганській області
34941884,34311560,Міловський РВ ДВС ГТУЮ у Луганській області
34941884,34846702,Новоайдарський РВ ДВС ГТУЮ у Луганській області
34941884,34921150,Сорокинський МРВ ДВС ГТУЮ у Луганській області
34941884,34502193,Попаснянський РВ ДВС ГТУЮ у Луганській області
34941884,34903090,Рубіжанський МВ ДВС ГТУЮ у Луганській області
34941884,35019078,Хрустальнинський МВ ДВС ГТУЮ у Луганській області
34941884,34988646,Сєвєродонецький МВ ДВС ГТУЮ у Луганській області
34941884,34846807,Станично-Луганський РВ ДВС ГТУЮ у Луганській області
34941884,34250393,Сватівський РВ ДВС ГТУЮ у Луганській області
34941884,34767385,Слов‘яносербський РВ ДВС ГТУЮ у Луганській області
34941884,34165848,Троїцький РВ ДВС ГТУЮ у Луганській області
0,34942940,ГТУЮ у Львівській області
34942940,35009232,Галицький ВДВС м. Львів ГТУЮ у Львівській області 
34942940,35009295,Сихівський ВДВС м. Львів ГТУЮ у Львівській області 
34942940,35009206,Личаківський ВДВС м. Львів ГТУЮ у Львівській області
34942940,35009206,Залізничний ВДВС м. Львів ГТУЮ у Львівській області
34942940,35009321,Шевченківський ВДВС м. Львів ГТУЮ у Львівській області
34942940,35009269,Франківський ВДВС м. Львів ГТУЮ у Львівській області
34942940,35010452,Бродівський РВ ДВС ГТУЮ у Львівській області
34942940,34903744,Мостиський РВ ДВС ГТУЮ у Львівській області
34942940,34978081,Буський РВ ДВС ГТУЮ у Львівській області
34942940,34912125,Золочівський РВ ДВС ГТУЮ у Львівській області
34942940,34992085,Червоноградський МВ ДВС ГТУЮ у Львівській області
34942940,34988938,Городоцький РВ ДВС ГТУЮ у Львівській області
34942940,34986930,Пустомитівський РВ ДВС ГТУЮ у Львівській області
34942940,34830671,Перемишлянський РВ ДВС ГТУЮ у Львівській області 
34942940,34871283,Трускавецький МВ ДВС ГТУЮ у Львівській області
34942940,37983768,Миколаївський РВ ДВС ГТУЮ у Львівській області
34942940,34973455,Жидачівський РВ ДВС ГТУЮ у Львівській області
34942940,34921779,Жовківський РВ ДВС ГТУЮ у Львівській області
34942940,34973544,Самбірський МРВ ДВС ГТУЮ у Львівській області
34942940,34857012,Бориславський МВ ДВС ГТУЮ у Львівській області
34942940,37969195,Стрийський МРВ ДВС ГТУЮ у Львівській області
34942940,34893197,Сколівський РВ ДВС ГТУЮ у Львівській області
34942940,34721466,Сокальський РВ ДВС ГТУЮ у Львівській області 
34942940,35019539,Дрогобицький МРВ ДВС ГТУЮ у Львівській області
34942940,34921496,Радехівський РВ ДВС ГТУЮ у Львівській області
34942940,35025542,Старосамбірський РВ ДВС ГТУЮ у Львівській області
34942940,35038546,Турківський РВ ДВС ГТУЮ у Львівській області
34942940,37983768,Новороздільський МВ ДВС ГТУЮ у Львівській області
34942940,34978144,Яворівський РВ ДВС ГТУЮ у Львівській області
34942940,34912221,Кам’янка-Бузький РВ ДВС ГТУЮ у Львівській області
0,34889877,ГТУЮ у Миколаївській області
34889877,34799621,Арбузинський РВ ДВС ГТУЮ у Миколаївській області
34889877,34703714,Баштанський РВ ДВС ГТУЮ у Миколаївській області
34889877,34992127,Березанський РВ ДВС ГТУЮ у Миколаївській області
34889877,34992174,Березнегуватський РВ ДВС ГТУЮ у Миколаївській області
34889877,34473278,Братський РВ ДВС ГТУЮ у Миколаївській області
34889877,34226821,Веселинівський РВ ДВС ГТУЮ у Миколаївській області
34889877,34993838,Вознесенський МРВ ДВС ГТУЮ у Миколаївській області
34889877,34362496,Врадіївський РВ ДВС ГТУЮ у Миколаївській області
34889877,34929301,Доманівський РВ ДВС ГТУЮ у Миколаївській області
34889877,34462952,Єланецький РВ ДВС ГТУЮ у Миколаївській області
34889877,34203170,Вітовський РВ ДВС ГТУЮ у Миколаївській області
34889877,34642882,Казанківський РВ ДВС ГТУЮ у Миколаївській області 
34889877,34327235,Кривоозерський РВ ДВС ГТУЮ у Миколаївській області
34889877,35065915,Миколаївський РВ ДВС ГТУЮ у Миколаївській області
34889877,34543161,Новобузький РВ ДВС ГТУЮ у Миколаївській області
34889877,34992415,Новоодеський РВ ДВС ГТУЮ у Миколаївській області
34889877,34993529,Очаківський РВ ДВС ГТУЮ у Миколаївській області
34889877,34993707,Первомайський МРВ ДВС ГТУЮ у Миколаївській області
34889877,35010206,Снігурівський РВ ДВС ГТУЮ у Миколаївській області
34889877,34597128,Южноукраїнський МВ ДВС ГТУЮ у Миколаївській області
34889877,34993162,Заводський ВДВС м. Миколаїв ГТУЮ у Миколаївській області
34889877,34993136,Корабельний ВДВС м. Миколаїв ГТУЮ у Миколаївській області
34889877,34993225,Інгульський ВДВС м. Миколаїв ГТУЮ у Миколаївській області
34889877,35065742,Центральний ВДВС м. Миколаїв ГТУЮ у Миколаївській області 
0,34929741,ГТУЮ в Одеській області
34929741,34280805,Ананьївський РВ ДВС ГТУЮ в Одеській області
34929741,34994098,Арцизький РВ ДВС ГТУЮ в Одеській області
34929741,34982302,Балтський РВ ДВС ГТУЮ в Одеській області
34929741,38630404,Березіський міжрайонний ВДВС ГТУЮ в Одеській області
34929741,38723891,Біляївський МРВ ДВС ГТУЮ в Одеській області
34929741,34890175,Білгород-Дністровський МРВ ДВС ГТУЮ в Одеській області 
34929741,34560040,Болградський РВ ДВС ГТУЮ в Одеській області
34929741,37838799,Великомихайлівський міжрайонний ВДВС ГТУЮ в Одеській області
34929741,34944246,Чорноморський МВ ДВС ГТУЮ в Одеській області
34929741,35067687,Ізмаїльський МВ ДВС ГТУЮ в Одеській області
34929741,34637998,Кілійський РВ ДВС ГТУЮ в Одеській області 
34929741,39907130,Київський ВДВС м. Одеса ГТУЮ в Одеській області
34929741,34281332,Кодимський РВ ДВС ГТУЮ в Одеській області
34929741,35067404,Комінтернівський РВ ДВС ГТУЮ в Одеській області
34929741,38701485,Котовський міжрайонний ВДВС ГТУЮ в Одеській області
34929741,34697470,Любашівський РВ ДВС ГТУЮ в Одеській області
34929741,39907502,Малиновський ВДВС м.Одеса ГТУЮ в Одеській області
34929741,35038745,Овідіопольський РВ ДВС ГТУЮ в Одеській області
34929741,34322111,Ренійський РВ ДВС ГТУЮ в Одеській області
34929741,38802941,Роздільнянський міжрайонний ВДВС ГТУЮ в Одеській області
34929741,39907570,Приморський ВДВС м. Одеса ГТУЮ в Одеській області
34929741,34457434,Савранський РВ ДВС ГТУЮ в Одеській області
34929741,34505330,Саратський РВ ДВС ГТУЮ в Одеській області
34929741,39907607,Суворовський ВДВС м.Одеса ГТУЮ в Одеській області
34929741,35048381,Тарутинський РВ ДВС ГТУЮ в Одеській області
34929741,34890594,Татарбунарський РВ ДВС ГТУЮ в Одеській області
34929741,34858110,Ширяївський РВ ДВС ГТУЮ в Одеській області
34929741,35056497,Юженський МВ ДВС ГТУЮ в Одеській області
0,34874347,ГТУЮ у Полтавській області
34874347,34987562,Автозаводський відділ ДВС м. Кременчук ГТУЮ у Полтавській області 
34874347,34931918,Великобагачанський РВ ДВС ГТУЮ у Полтавській області
34874347,34401465,Гадяцький РВ ДВС ГТУЮ у Полтавській області
34874347,34815627,Глобинський РВ ДВС ГТУЮ у Полтавській області
34874347,34931970,Гребінківський РВ ДВС ГТУЮ у Полтавській області
34874347,34274765,Диканський РВ ДВС ГТУЮ у Полтавській області
34874347,34463427,Зіньківський РВ ДВС ГТУЮ у Полтавській області
34874347,35013778,Карлівський РВ ДВС ГТУЮ у Полтавській області
34874347,34865112,Кобеляцький РВ ДВС ГТУЮ у Полтавській області
34874347,34404136,Котелевський РВ ДВС ГТУЮ у Полтавській області 
34874347,34131248,Козельщинський РВ ДВС ГТУЮ у Полтавській області
34874347,34739122,Горішньоплавнівський МВ ДВС ГТУЮ у Полтавській області
34874347,34987557,Крюківський ВДВС м. Кременчук ГТУЮ у Полтавській області
34874347,34987578,Кременчуцький РВ ДВС ГТУЮ у Полтавській області
34874347,34587282,Лохвицький РВ ДВС ГТУЮ у Полтавській області
34874347,34652445,Лубенський МРВ ДВС ГТУЮ у Полтавській області
34874347,35011079,Машівський РВ ДВС ГТУЮ у Полтавській області
34874347,34264469,Миргородський МРВ ДВС ГТУЮ у Полтавській області
34874347,34171338,Новосанжарський РВ ДВС ГТУЮ у Полтавській області
34874347,34387844,Оржицький РВ ДВС ГТУЮ у Полтавській області
34874347,34698872,Пирятинський РВ ДВС ГТУЮ у Полтавській області
34874347,34962946,Полтавський РВ ДВС ГТУЮ у Полтавській області
34874347,34689318,Решетилівський РВ ДВС ГТУЮ у Полтавській області
34874347,34675284,Семенівський РВ ДВС ГТУЮ у Полтавській області
34874347,34865290,Хорольський РВ ДВС ГТУЮ у Полтавській області
34874347,34401675,Чорнухинський РВ ДВС ГТУЮ у Полтавській області
34874347,34369385,Чутівський РВ ДВС ГТУЮ у Полтавській області
34874347,34109542,Шишацький РВ ДВС ГТУЮ у Полтавській області
34874347,34963066,Шевченківський ВДВС м. Полтава ГТУЮ у Полтавській області
34874347,34962532,Київський ВДВС м. Полтава ГТУЮ у Полтавській області
34874347,34963007,Подільський ВДВС м. Полтава ГТУЮ у Полтавській області
0,34922678,ГТУЮ у Рівненській області
34922678,34111808,Березнівський РВ ДВС ГТУЮ у Рівненській області
34922678,34922824,Володимирецький РВ ДВС ГТУЮ у Рівненській області
34922678,35011262,Гощанський РВ ДВС ГТУЮ у Рівненській області
34922678,34802377,Демидівський РВ ДВС ГТУЮ у Рівненській області
34922678,34996781,Дубенський МРВ ДВС ГТУЮ у Рівненській області
34922678,34847140,Дубровицький РВ ДВС ГТУЮ у Рівненській області
34922678,35067823,Зарічненський РВ ДВС ГТУЮ у Рівненській області
34922678,34970716,Здолбунівський РВ ДВС ГТУЮ у Рівненській області
34922678,34404230,Корецький РВ ДВС ГТУЮ у Рівненській області
34922678,34963122,Костопільський РВ ДВС ГТУЮ у Рівненській області
34922678,34988456,Кузнецовський МВ ДВС ГТУЮ у Рівненській області
34922678,34337386,Млинівський РВ ДВС ГТУЮ у Рівненській області
34922678,34838377,Острозький РВ ДВС ГТУЮ у Рівненській області
34922678,34463778,Радивилівський РВ ДВС ГТУЮ у Рівненській області
34922678,35007146,Рівненський МВ ДВС ГТУЮ у Рівненській області
34922678,35007151,Рівненський РВ ДВС ГТУЮ у Рівненській області
34922678,34743170,Рокитнівський РВ ДВС ГТУЮ у Рівненській області
34922678,34784699,Сарненський РВ ДВС ГТУЮ у Рівненській області
0,34933040,ГТУЮ у Сумській області
34933040,34584124,Білопільський РВ ДВС ГТУЮ у Сумській області 
34933040,34520260,Буринський РВ ДВС ГТУЮ у Сумській області
34933040,34205581,Великописарівський РВ ДВС ГТУЮ у Сумській області 
34933040,34950595,Глухівський МРВ ДВС ГТУЮ у Сумській області
34933040,40211137,Зарічний відділ ДВС міста Суми ГТУЮ у Сумській області 
34933040,40211121,Ковпаківський відділ ДВС міста Суми ГТУЮ у Сумській області 
34933040,34677957,Конотопський МРВ ДВС ГТУЮ у Сумській області 
34933040,34205267,Краснопільський РВ ДВС ГТУЮ у Сумській області 
34933040,34135389,Кролевецький РВ ДВС ГТУЮ у Сумській області
34933040,33872349,Лебединський МРВ ДВС ГТУЮ у Сумській області 
34933040,40266317,Недригайлівський міжрайонний ВДВС ГТУЮ у Сумській області 
34933040,34802639,Охтирський МРВ ДВС ГТУЮ у Сумській області 
34933040,34264668,Путивльський РВ ДВС ГТУЮ у Сумській області 
34933040,34608286,Роменського МРВ ДВС ГТУЮ у Сумській області
34933040,34932948,Сумський РВ ДВС ГТУЮ у Сумській області
34933040,34573573,Тростянецький РВ ДВС ГТУЮ у Сумській області
34933040,34560302,Шосткинський МРВ ДВС ГТУЮ у Сумській області
34933040,40266186,Ямпільський міжрайонний ВДВС ГТУЮ у Сумській області
0,34905804,ГТУЮ у Тернопільській області
34905804,40349272,Бережанський міжрайоний відділ ДВС ГТУЮ у Тернопільській області 
34905804,35027136,Борщівський РВ ДВС ГТУЮ у Тернопільській області 
34905804,40349325,Бучацький міжрайонний відділ ДВС ГТУЮ у Тернопільській області 
34905804,34854630,Гусятинський РВ ДВС ГТУЮ у Тернопільській області 
34905804,34852894,Заліщицький РВ ДВС ГТУЮ у Тернопільській області 
34905804,40342612,Збаразький міжрайонний відділ ДВС ГТУЮ у Тернопільській області 
34905804,34285391,Зборівський РВ ДВС ГТУЮ у Тернопільській області
34905804,34653585,Козівський РВ ДВС ГТУЮ у Тернопільській області
34905804,34566896,Кременецький МРВ ДВС ГТУЮ у Тернопільській області
34905804,34831434,Підволочиський РВ ДВС ГТУЮ у Тернопільській області
34905804,34793436,Теребовлянський РВ ДВС ГТУЮ у Тернопільській області
34905804,34905338,Тернопільський РВ ДВС ГТУЮ у Тернопільській області
34905804,40330167,Тернопільський МВ ДВС ГТУЮ у Тернопільській області
34905804,34652974,Чортківський МРВ ДВС ГТУЮ у Тернопільській області
34905804,34043031,Шумський РВ ДВС ГТУЮ у Тернопільській області
0,34859512,ГТУЮ у Харківській області
34859512,34952393,Дзержинський відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,34952409,Жовтневий відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,34952440,Київський відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,34952482,Комінтернівський відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,34952477,Ленінський відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,34952461,Московський відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,34952498,Орджонікідзевський відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,34952422,Фрунзенський відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,34952435,Червонозаводський відділ ДВС міста Харків ГТУЮ у Харківській області
34859512,35039424,Балаклійський РВ ДВС ГТУЮ у Харківській області
34859512,34255449,Барвінківський РВ ДВС ГТУЮ у Харківській області
34859512,35069490,Близнюківський РВ ДВС ГТУЮ у Харківській області
34859512,34970779,Богодухівський РВ ДВС ГТУЮ у Харківській області
34859512,34136618,Борівський РВ ДВС ГТУЮ у Харківській області
34859512,34473901,Валківський РВ ДВС ГТУЮ у Харківській області
34859512,34858257,Великобурлуцький РВ ДВС ГТУЮ у Харківській області
34859512,34678348,Вовчанський РВ ДВС ГТУЮ у Харківській області
34859512,32535625,Дворічанський РВ ДВС ГТУЮ у Харківській області
34859512,34793745,Дергачівський РВ ДВС ГТУЮ у Харківській області
34859512,34172609,Зачепилівський РВ ДВС ГТУЮ у Харківській області
34859512,34713099,Зміївський РВ ДВС ГТУЮ у Харківській області
34859512,34923320,Золочівський РВ ДВС ГТУЮ у Харківській області
34859512,34987934,Ізюмський МРВ ДВС ГТУЮ у Харківській області
